created_at,State,RTO,OEM,CNG ONLY,DIESEL,DIESEL/HYBRID,ELECTRIC(BOV),Petrol,Petrol /CNG,Petrol /HYBRID,PURE EV,STRONG HYBRID EV,PETROL/ETHANOL,Total,EV
2025-11-07T12:55:29.508928+00:00,Tamil Nadu,CHENNAI RTO,TOYOTA KIRLOSKAR MOTOR PVT LTD,0,0,0,0,0,0,2,0,3,0,5,0
2025-11-07T12:55:29.534619+00:00,Tamil Nadu,CHENNAI (SOUTH,BMW INDIA PVT LTD,0,0,0,0,0,0,0,0,0,1,1,0
2025-11-07T12:55:29.534619+00:00,Tamil Nadu,CHENNAI (SOUTH,BYD INDIA PRIVATE LIMITED,0,0,0,0,0,0,0,1,0,0,1,1
2025-11-07T12:55:29.534619+00:00,Tamil Nadu,CHENNAI (SOUTH,HONDA CARS INDIA LTD,0,0,0,0,8,0,0,0,0,0,8,0
2025-11-07T12:55:29.534619+00:00,Tamil Nadu,CHENNAI (SOUTH,HYUNDAI MOTOR INDIA LTD,0,0,0,0,1,1,0,0,0,9,11,0
2025-11-07T12:55:29.534619+00:00,Tamil Nadu,CHENNAI (SOUTH,JAGUAR LAND ROVER INDIA LIMITED,0,0,0,0,0,0,0,0,0,1,1,0
2025-11-07T12:55:29.534619+00:00,Tamil Nadu,CHENNAI (SOUTH,JSW MG MOTOR INDIA PVT LTD,0,0,0,0,0,0,0,1,0,1,2,1
2025-11-07T12:55:29.534619+00:00,Tamil Nadu,CHENNAI (SOUTH,KIA INDIA PRIVATE LIMITED,0,6,0,0,0,0,0,2,0,11,19,2
2025-11-07T12:55:29.534619+00:00,Tamil Nadu,CHENNAI (SOUTH,MAHINDRA ELECTRIC AUTOMOBILE LTD,0,0,0,0,0,0,0,3,0,0,3,3
2025-11-07T12:55:29.534619+00:00,Tamil Nadu,CHENNAI (SOUTH,MAHINDRA & MAHINDRA LIMITED,0,5,0,0,2,0,0,0,0,3,10,0
2025-11-07T12:55:29.534619+00:00,Tamil Nadu,CHENNAI (SOUTH,MARUTI SUZUKI INDIA LTD,0,0,0,0,13,4,2,0,0,0,19,0
2025-11-07T12:55:29.534619+00:00,Tamil Nadu,CHENNAI (SOUTH,MERCEDES-BENZ INDIA PVT LTD,0,1,0,0,0,0,0,0,0,0,1,0
2025-11-07T12:55:29.534619+00:00,Tamil Nadu,CHENNAI (SOUTH,RENAULT INDIA PVT LTD,0,0,0,0,0,0,0,0,0,2,2,0
2025-11-07T12:55:29.534619+00:00,Tamil Nadu,CHENNAI (SOUTH,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,0,0,0,0,5,0,0,0,0,3,8,0
2025-11-07T12:55:29.534619+00:00,Tamil Nadu,CHENNAI (SOUTH,TATA MOTORS PASSENGER VEHICLES LTD,0,3,0,0,0,1,0,0,0,12,16,0
2025-11-07T12:55:29.534619+00:00,Tamil Nadu,CHENNAI (SOUTH,TATA PASSENGER ELECTRIC MOBILITY LTD,0,0,0,1,0,0,0,0,0,0,1,1
2025-11-07T12:55:29.534619+00:00,Tamil Nadu,CHENNAI (SOUTH,TOYOTA KIRLOSKAR MOTOR PVT LTD,0,1,0,0,1,0,1,0,2,7,12,0
2025-11-07T12:55:29.556776+00:00,Tamil Nadu,CHENNAI RTO,BMW INDIA PVT LTD,0,2,0,0,0,0,0,2,0,0,4,2
2025-11-07T12:55:29.556776+00:00,Tamil Nadu,CHENNAI RTO,HONDA CARS INDIA LTD,0,0,0,0,2,0,0,0,0,0,2,0
2025-11-07T12:55:29.556776+00:00,Tamil Nadu,CHENNAI RTO,HYUNDAI MOTOR INDIA LTD,0,0,0,0,0,0,0,0,0,18,18,0
2025-11-07T12:55:29.556776+00:00,Tamil Nadu,CHENNAI RTO,JSW MG MOTOR INDIA PVT LTD,0,0,0,1,0,0,0,1,0,0,2,2
2025-11-07T12:55:29.556776+00:00,Tamil Nadu,CHENNAI RTO,KIA INDIA PRIVATE LIMITED,0,2,0,0,0,0,0,1,0,8,11,1
2025-11-07T12:55:29.556776+00:00,Tamil Nadu,CHENNAI RTO,MAHINDRA ELECTRIC AUTOMOBILE LTD,0,0,0,0,0,0,0,2,0,0,2,2
2025-11-07T12:55:29.556776+00:00,Tamil Nadu,CHENNAI RTO,MAHINDRA & MAHINDRA LIMITED,0,9,0,0,1,0,0,0,0,0,10,0
2025-11-07T12:55:29.556776+00:00,Tamil Nadu,CHENNAI RTO,MARUTI SUZUKI INDIA LTD,0,0,0,0,14,2,2,0,0,1,19,0
2025-11-07T12:55:29.556776+00:00,Tamil Nadu,CHENNAI RTO,MERCEDES-BENZ INDIA PVT LTD,0,1,1,0,0,0,0,0,0,0,2,0
2025-11-07T12:55:29.556776+00:00,Tamil Nadu,CHENNAI RTO,NISSAN MOTOR INDIA PVT LTD,0,0,0,0,5,0,0,0,0,0,5,0
2025-11-07T12:55:29.556776+00:00,Tamil Nadu,CHENNAI RTO,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,0,0,0,0,3,0,1,0,0,3,7,0
2025-11-07T12:55:29.556776+00:00,Tamil Nadu,CHENNAI RTO,STELLANTIS AUTOMOBILES INDIA PVT LTD,0,0,0,0,0,0,0,0,0,2,2,0
2025-11-07T12:55:29.556776+00:00,Tamil Nadu,CHENNAI RTO,TATA MOTORS PASSENGER VEHICLES LTD,0,4,0,0,0,0,0,0,0,4,8,0
2025-11-07T12:55:29.556776+00:00,Tamil Nadu,CHENNAI RTO,TATA PASSENGER ELECTRIC MOBILITY LTD,0,0,0,1,0,0,0,2,0,0,3,3
2025-11-07T12:55:29.556776+00:00,Tamil Nadu,CHENNAI RTO,TOYOTA KIRLOSKAR MOTOR PVT LTD,0,0,0,0,0,0,1,0,5,3,9,0
2025-11-07T12:55:29.576518+00:00,Tamil Nadu,CHEYYAR,HYUNDAI MOTOR INDIA LTD,0,0,0,0,0,0,0,0,0,1,1,0
2025-11-07T12:55:29.576518+00:00,Tamil Nadu,CHEYYAR,KIA INDIA PRIVATE LIMITED,0,0,0,0,0,0,0,0,0,1,1,0
2025-11-07T12:55:29.576518+00:00,Tamil Nadu,CHEYYAR,MAHINDRA & MAHINDRA LIMITED,0,0,0,0,1,0,0,0,0,0,1,0
2025-11-07T12:55:29.576518+00:00,Tamil Nadu,CHEYYAR,MARUTI SUZUKI INDIA LTD,0,0,0,0,0,3,1,0,0,0,4,0
2025-11-07T12:55:29.576518+00:00,Tamil Nadu,CHEYYAR,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,0,0,0,0,1,0,0,0,0,0,1,0
2025-11-07T12:55:29.576518+00:00,Tamil Nadu,CHEYYAR,TOYOTA KIRLOSKAR MOTOR PVT LTD,0,1,0,0,1,0,1,0,0,0,3,0
2025-11-07T12:55:29.595794+00:00,Tamil Nadu,CHIDAMBARAM RTO,HONDA CARS INDIA LTD,0,0,0,0,2,0,0,0,0,0,2,0
2025-11-07T12:55:29.595794+00:00,Tamil Nadu,CHIDAMBARAM RTO,MAHINDRA & MAHINDRA LIMITED,0,1,0,0,1,0,0,0,0,0,2,0
2025-11-07T12:55:29.595794+00:00,Tamil Nadu,CHIDAMBARAM RTO,MARUTI SUZUKI INDIA LTD,0,0,0,0,2,4,0,0,0,0,6,0
2025-11-07T12:55:29.595794+00:00,Tamil Nadu,CHIDAMBARAM RTO,TATA MOTORS PASSENGER VEHICLES LTD,0,1,0,0,0,2,0,0,0,0,3,0
2025-11-07T12:55:29.595794+00:00,Tamil Nadu,CHIDAMBARAM RTO,TOYOTA KIRLOSKAR MOTOR PVT LTD,0,1,0,0,1,0,0,0,0,0,2,0
2025-11-07T12:55:29.618597+00:00,Tamil Nadu,COIMBATORE RTO,HONDA CARS INDIA LTD,0,0,0,0,6,0,0,0,0,0,6,0
2025-11-07T12:55:29.618597+00:00,Tamil Nadu,COIMBATORE RTO,HYUNDAI MOTOR INDIA LTD,0,1,0,0,0,1,0,0,0,17,19,0
2025-11-07T12:55:29.618597+00:00,Tamil Nadu,COIMBATORE RTO,JSW MG MOTOR INDIA PVT LTD,0,0,0,0,0,0,0,1,0,0,1,1
2025-11-07T12:55:29.618597+00:00,Tamil Nadu,COIMBATORE RTO,KIA INDIA PRIVATE LIMITED,0,1,0,0,0,0,0,1,0,8,10,1
2025-11-07T12:55:29.618597+00:00,Tamil Nadu,COIMBATORE RTO,MAHINDRA ELECTRIC AUTOMOBILE LTD,0,0,0,0,0,0,0,1,0,0,1,1
2025-11-07T12:55:29.618597+00:00,Tamil Nadu,COIMBATORE RTO,MAHINDRA & MAHINDRA LIMITED,0,5,0,0,2,0,0,0,0,0,7,0
2025-11-07T12:55:29.618597+00:00,Tamil Nadu,COIMBATORE RTO,MARUTI SUZUKI INDIA LTD,0,0,0,0,10,10,0,0,0,0,20,0
2025-11-07T12:55:29.618597+00:00,Tamil Nadu,COIMBATORE RTO,MERCEDES-BENZ INDIA PVT LTD,0,0,2,0,0,0,0,0,0,0,2,0
2025-11-07T12:55:29.618597+00:00,Tamil Nadu,COIMBATORE RTO,RENAULT INDIA PVT LTD,0,0,0,0,0,0,0,0,0,1,1,0
2025-11-07T12:55:29.618597+00:00,Tamil Nadu,COIMBATORE RTO,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,0,0,0,0,6,0,0,0,0,6,12,0
2025-11-07T12:55:29.618597+00:00,Tamil Nadu,COIMBATORE RTO,STELLANTIS AUTOMOBILES INDIA PVT LTD,0,0,0,0,0,0,0,0,0,1,1,0
2025-11-07T12:55:29.618597+00:00,Tamil Nadu,COIMBATORE RTO,TATA MOTORS PASSENGER VEHICLES LTD,0,0,0,0,0,0,0,0,0,6,6,0
2025-11-07T12:55:29.618597+00:00,Tamil Nadu,COIMBATORE RTO,TOYOTA KIRLOSKAR MOTOR PVT LTD,0,3,0,0,0,0,0,0,11,4,18,0
2025-11-07T12:55:29.641019+00:00,Tamil Nadu,COIMBATORE RTO,HONDA CARS INDIA LTD,0,0,0,0,1,0,0,0,0,0,1,0
2025-11-07T12:55:29.641019+00:00,Tamil Nadu,COIMBATORE RTO,HYUNDAI MOTOR INDIA LTD,0,4,0,0,1,2,0,0,0,17,24,0
2025-11-07T12:55:29.641019+00:00,Tamil Nadu,COIMBATORE RTO,JSW MG MOTOR INDIA PVT LTD,0,0,0,0,0,0,0,2,0,0,2,2
2025-11-07T12:55:29.641019+00:00,Tamil Nadu,COIMBATORE RTO,KIA INDIA PRIVATE LIMITED,0,3,0,0,0,0,0,0,0,10,13,0
2025-11-07T12:55:29.641019+00:00,Tamil Nadu,COIMBATORE RTO,MAHINDRA & MAHINDRA LIMITED,0,12,0,0,5,0,0,0,0,1,18,0
2025-11-07T12:55:29.641019+00:00,Tamil Nadu,COIMBATORE RTO,MARUTI SUZUKI INDIA LTD,0,0,0,0,19,11,2,0,1,0,33,0
2025-11-07T12:55:29.641019+00:00,Tamil Nadu,COIMBATORE RTO,MERCEDES-BENZ INDIA PVT LTD,0,0,0,0,0,0,0,1,0,0,1,1
2025-11-07T12:55:29.641019+00:00,Tamil Nadu,COIMBATORE RTO,NISSAN MOTOR INDIA PVT LTD,0,0,0,0,3,0,0,0,0,0,3,0
2025-11-07T12:55:29.641019+00:00,Tamil Nadu,COIMBATORE RTO,RENAULT INDIA PVT LTD,0,0,0,0,0,0,0,0,0,1,1,0
2025-11-07T12:55:29.641019+00:00,Tamil Nadu,COIMBATORE RTO,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,0,0,0,0,4,0,0,0,0,4,8,0
2025-11-07T12:55:29.641019+00:00,Tamil Nadu,COIMBATORE RTO,TATA MOTORS PASSENGER VEHICLES LTD,0,3,0,0,0,1,0,0,0,18,22,0
2025-11-07T12:55:29.641019+00:00,Tamil Nadu,COIMBATORE RTO,TATA PASSENGER ELECTRIC MOBILITY LTD,0,0,0,2,0,0,0,3,0,0,5,5
2025-11-07T12:55:29.641019+00:00,Tamil Nadu,COIMBATORE RTO,TOYOTA KIRLOSKAR MOTOR PVT LTD,0,3,1,0,0,0,0,0,3,9,16,0
2025-11-07T12:55:29.662350+00:00,Tamil Nadu,COIMBATORE RTO,HONDA CARS INDIA LTD,0,0,0,0,2,0,0,0,0,0,2,0
2025-11-07T12:55:29.662350+00:00,Tamil Nadu,COIMBATORE RTO,HYUNDAI MOTOR INDIA LTD,0,2,0,0,2,1,0,0,0,3,8,0
2025-11-07T12:55:29.662350+00:00,Tamil Nadu,COIMBATORE RTO,JAGUAR LAND ROVER INDIA LIMITED,0,1,0,0,0,0,0,0,0,0,1,0
2025-11-07T12:55:29.662350+00:00,Tamil Nadu,COIMBATORE RTO,JSW MG MOTOR INDIA PVT LTD,0,0,0,1,0,0,0,0,0,0,1,1
2025-11-07T12:55:29.662350+00:00,Tamil Nadu,COIMBATORE RTO,KIA INDIA PRIVATE LIMITED,0,2,0,0,0,0,0,0,0,6,8,0
2025-11-07T12:55:29.662350+00:00,Tamil Nadu,COIMBATORE RTO,MAHINDRA & MAHINDRA LIMITED,0,8,0,0,3,0,0,0,0,0,11,0
2025-11-07T12:55:29.662350+00:00,Tamil Nadu,COIMBATORE RTO,MARUTI SUZUKI INDIA LTD,0,0,0,0,21,4,1,0,1,0,27,0
2025-11-07T12:55:29.662350+00:00,Tamil Nadu,COIMBATORE RTO,MERCEDES-BENZ INDIA PVT LTD,0,0,2,0,0,0,0,0,0,0,2,0
2025-11-07T12:55:29.662350+00:00,Tamil Nadu,COIMBATORE RTO,NISSAN MOTOR INDIA PVT LTD,0,0,0,0,1,0,0,0,0,0,1,0
2025-11-07T12:55:29.662350+00:00,Tamil Nadu,COIMBATORE RTO,RENAULT INDIA PVT LTD,0,0,0,0,0,0,0,0,0,2,2,0
2025-11-07T12:55:29.662350+00:00,Tamil Nadu,COIMBATORE RTO,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,0,0,0,0,4,0,0,0,0,2,6,0
2025-11-07T12:55:29.662350+00:00,Tamil Nadu,COIMBATORE RTO,STELLANTIS AUTOMOBILES INDIA PVT LTD,0,0,0,0,0,0,0,0,0,2,2,0
2025-11-07T12:55:29.662350+00:00,Tamil Nadu,COIMBATORE RTO,TATA MOTORS PASSENGER VEHICLES LTD,0,1,0,0,0,0,0,0,0,8,9,0
2025-11-07T12:55:29.662350+00:00,Tamil Nadu,COIMBATORE RTO,TATA PASSENGER ELECTRIC MOBILITY LTD,0,0,0,1,0,0,0,3,0,0,4,4
2025-11-07T12:55:29.662350+00:00,Tamil Nadu,COIMBATORE RTO,TOYOTA KIRLOSKAR MOTOR PVT LTD,0,0,0,0,0,0,1,0,1,11,13,0
2025-11-07T12:55:29.685848+00:00,Tamil Nadu,COIMBATORE RTO,BMW INDIA PVT LTD,0,1,0,0,0,0,0,0,0,0,1,0
2025-11-07T12:55:29.685848+00:00,Tamil Nadu,COIMBATORE RTO,HONDA CARS INDIA LTD,0,0,0,0,2,0,0,0,0,0,2,0
2025-11-07T12:55:29.685848+00:00,Tamil Nadu,COIMBATORE RTO,HYUNDAI MOTOR INDIA LTD,0,3,0,0,1,1,0,0,0,8,13,0
2025-11-07T12:55:29.685848+00:00,Tamil Nadu,COIMBATORE RTO,JAGUAR LAND ROVER INDIA LIMITED,0,0,0,0,0,0,0,0,0,1,1,0
2025-11-07T12:55:29.685848+00:00,Tamil Nadu,COIMBATORE RTO,JSW MG MOTOR INDIA PVT LTD,0,0,0,0,0,0,0,1,0,1,2,1
2025-11-07T12:55:29.685848+00:00,Tamil Nadu,COIMBATORE RTO,KIA INDIA PRIVATE LIMITED,0,2,0,0,0,0,0,0,0,5,7,0
2025-11-07T12:55:29.685848+00:00,Tamil Nadu,COIMBATORE RTO,MAHINDRA ELECTRIC AUTOMOBILE LTD,0,0,0,0,0,0,0,1,0,0,1,1
2025-11-07T12:55:29.685848+00:00,Tamil Nadu,COIMBATORE RTO,MAHINDRA & MAHINDRA LIMITED,0,8,0,0,3,0,0,0,0,1,12,0
2025-11-07T12:55:29.685848+00:00,Tamil Nadu,COIMBATORE RTO,MARUTI SUZUKI INDIA LTD,0,0,0,0,13,5,4,0,0,0,22,0
2025-11-07T12:55:29.685848+00:00,Tamil Nadu,COIMBATORE RTO,MERCEDES-BENZ INDIA PVT LTD,0,0,2,0,0,0,0,0,0,0,2,0
2025-11-07T12:55:29.685848+00:00,Tamil Nadu,COIMBATORE RTO,RENAULT INDIA PVT LTD,0,0,0,0,0,0,0,0,0,1,1,0
2025-11-07T12:55:29.685848+00:00,Tamil Nadu,COIMBATORE RTO,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,0,0,0,0,0,0,0,0,0,2,2,0
2025-11-07T12:55:29.685848+00:00,Tamil Nadu,COIMBATORE RTO,TATA MOTORS PASSENGER VEHICLES LTD,0,1,0,0,0,0,0,0,0,13,14,0
2025-11-07T12:55:29.685848+00:00,Tamil Nadu,COIMBATORE RTO,TATA PASSENGER ELECTRIC MOBILITY LTD,0,0,0,1,0,0,0,1,0,0,2,2
2025-11-07T12:55:29.685848+00:00,Tamil Nadu,COIMBATORE RTO,TOYOTA KIRLOSKAR MOTOR PVT LTD,0,2,0,0,0,0,1,0,1,4,8,0
2025-11-07T12:55:29.708877+00:00,Tamil Nadu,AMBATTUR RTO,HONDA CARS INDIA LTD,0,0,0,0,2,0,0,0,0,0,2,0
2025-11-07T12:55:29.708877+00:00,Tamil Nadu,AMBATTUR RTO,HYUNDAI MOTOR INDIA LTD,0,1,0,0,0,1,0,0,0,7,9,0
2025-11-07T12:55:29.708877+00:00,Tamil Nadu,AMBATTUR RTO,JAGUAR LAND ROVER INDIA LIMITED,0,0,0,0,0,0,0,0,0,1,1,0
2025-11-07T12:55:29.708877+00:00,Tamil Nadu,AMBATTUR RTO,JSW MG MOTOR INDIA PVT LTD,0,0,0,0,0,0,0,1,0,0,1,1
2025-11-07T12:55:29.708877+00:00,Tamil Nadu,AMBATTUR RTO,KIA INDIA PRIVATE LIMITED,0,1,0,0,0,0,0,1,0,3,5,1
2025-11-07T12:55:29.708877+00:00,Tamil Nadu,AMBATTUR RTO,MAHINDRA & MAHINDRA LIMITED,0,7,0,0,4,0,0,0,0,1,12,0
2025-11-07T12:55:29.708877+00:00,Tamil Nadu,AMBATTUR RTO,MARUTI SUZUKI INDIA LTD,0,0,0,0,13,4,6,0,0,0,23,0
2025-11-07T12:55:29.708877+00:00,Tamil Nadu,AMBATTUR RTO,NISSAN MOTOR INDIA PVT LTD,0,0,0,0,7,0,0,0,0,0,7,0
2025-11-07T12:55:29.708877+00:00,Tamil Nadu,AMBATTUR RTO,RENAULT INDIA PVT LTD,0,0,0,0,0,0,0,0,0,2,2,0
2025-11-07T12:55:29.708877+00:00,Tamil Nadu,AMBATTUR RTO,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,0,0,0,0,0,0,0,0,0,5,5,0
2025-11-07T12:55:29.708877+00:00,Tamil Nadu,AMBATTUR RTO,TATA MOTORS PASSENGER VEHICLES LTD,0,1,0,0,0,1,0,0,0,7,9,0
2025-11-07T12:55:29.708877+00:00,Tamil Nadu,AMBATTUR RTO,TATA PASSENGER ELECTRIC MOBILITY LTD,0,0,0,2,0,0,0,0,0,0,2,2
2025-11-07T12:55:29.708877+00:00,Tamil Nadu,AMBATTUR RTO,TOYOTA KIRLOSKAR MOTOR PVT LTD,0,1,0,0,0,0,1,0,1,3,6,0
2025-11-07T12:55:29.731742+00:00,Tamil Nadu,CUDDALORE RTO,BMW INDIA PVT LTD,0,0,0,0,1,0,0,0,0,1,2,0
2025-11-07T12:55:29.731742+00:00,Tamil Nadu,CUDDALORE RTO,HYUNDAI MOTOR INDIA LTD,0,0,0,0,1,0,0,0,0,0,1,0
2025-11-07T12:55:29.731742+00:00,Tamil Nadu,CUDDALORE RTO,KIA INDIA PRIVATE LIMITED,0,0,0,0,0,0,0,0,0,1,1,0
2025-11-07T12:55:29.731742+00:00,Tamil Nadu,CUDDALORE RTO,MAHINDRA & MAHINDRA LIMITED,0,1,0,0,0,0,0,0,0,0,1,0
2025-11-07T12:55:29.731742+00:00,Tamil Nadu,CUDDALORE RTO,MARUTI SUZUKI INDIA LTD,0,0,0,0,7,1,1,0,0,0,9,0
2025-11-07T12:55:29.731742+00:00,Tamil Nadu,CUDDALORE RTO,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,0,0,0,0,1,0,0,0,0,0,1,0
2025-11-07T12:55:29.731742+00:00,Tamil Nadu,CUDDALORE RTO,TATA MOTORS PASSENGER VEHICLES LTD,0,0,0,0,0,0,0,0,0,2,2,0
2025-11-07T12:55:29.731742+00:00,Tamil Nadu,CUDDALORE RTO,TOYOTA KIRLOSKAR MOTOR PVT LTD,0,0,0,0,1,0,0,0,1,2,4,0
2025-11-07T12:55:29.751471+00:00,Tamil Nadu,DHARAPURAM RTO,HYUNDAI MOTOR INDIA LTD,0,1,0,0,0,0,0,0,0,3,4,0
2025-11-07T12:55:29.751471+00:00,Tamil Nadu,DHARAPURAM RTO,KIA INDIA PRIVATE LIMITED,0,0,0,0,0,0,0,0,0,2,2,0
2025-11-07T12:55:29.751471+00:00,Tamil Nadu,DHARAPURAM RTO,MAHINDRA & MAHINDRA LIMITED,0,1,0,0,0,0,0,0,0,1,2,0
2025-11-07T12:55:29.751471+00:00,Tamil Nadu,DHARAPURAM RTO,MARUTI SUZUKI INDIA LTD,0,0,0,0,5,0,0,0,0,0,5,0
2025-11-07T12:55:29.751471+00:00,Tamil Nadu,DHARAPURAM RTO,RENAULT INDIA PVT LTD,0,0,0,0,0,0,0,0,0,1,1,0
2025-11-07T12:55:29.751471+00:00,Tamil Nadu,DHARAPURAM RTO,TOYOTA KIRLOSKAR MOTOR PVT LTD,0,1,0,0,0,0,1,0,0,2,4,0
2025-11-07T12:55:29.774335+00:00,Tamil Nadu,DHARMAPURI RTO,HYUNDAI MOTOR INDIA LTD,0,1,0,0,0,2,0,1,0,3,7,1
2025-11-07T12:55:29.774335+00:00,Tamil Nadu,DHARMAPURI RTO,MAHINDRA ELECTRIC AUTOMOBILE LTD,0,0,0,0,0,0,0,1,0,0,1,1
2025-11-07T12:55:29.774335+00:00,Tamil Nadu,DHARMAPURI RTO,MAHINDRA & MAHINDRA LIMITED,0,3,0,0,0,0,0,0,0,0,3,0
2025-11-07T12:55:29.774335+00:00,Tamil Nadu,DHARMAPURI RTO,MARUTI SUZUKI INDIA LTD,0,0,0,0,6,2,1,0,0,0,9,0
2025-11-07T12:55:29.774335+00:00,Tamil Nadu,DHARMAPURI RTO,TATA MOTORS PASSENGER VEHICLES LTD,0,0,0,0,0,0,0,0,0,2,2,0
2025-11-07T12:55:29.774335+00:00,Tamil Nadu,DHARMAPURI RTO,TOYOTA KIRLOSKAR MOTOR PVT LTD,0,1,0,0,0,0,1,0,1,2,5,0
2025-11-07T12:55:29.796364+00:00,Tamil Nadu,DINDIGUL RTO,HONDA CARS INDIA LTD,0,0,0,0,1,0,0,0,0,0,1,0
2025-11-07T12:55:29.796364+00:00,Tamil Nadu,DINDIGUL RTO,HYUNDAI MOTOR INDIA LTD,0,1,0,0,1,0,0,0,0,6,8,0
2025-11-07T12:55:29.796364+00:00,Tamil Nadu,DINDIGUL RTO,KIA INDIA PRIVATE LIMITED,0,0,0,0,0,0,0,0,0,3,3,0
2025-11-07T12:55:29.796364+00:00,Tamil Nadu,DINDIGUL RTO,MAHINDRA & MAHINDRA LIMITED,0,3,0,0,0,0,0,0,0,0,3,0
2025-11-07T12:55:29.796364+00:00,Tamil Nadu,DINDIGUL RTO,MARUTI SUZUKI INDIA LTD,0,0,0,0,4,2,3,0,0,1,10,0
2025-11-07T12:55:29.796364+00:00,Tamil Nadu,DINDIGUL RTO,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,0,0,0,0,3,0,0,0,0,0,3,0
2025-11-07T12:55:29.796364+00:00,Tamil Nadu,DINDIGUL RTO,TATA MOTORS PASSENGER VEHICLES LTD,0,1,0,0,0,0,0,0,0,1,2,0
2025-11-07T12:55:29.796364+00:00,Tamil Nadu,DINDIGUL RTO,TATA PASSENGER ELECTRIC MOBILITY LTD,0,0,0,0,0,0,0,1,0,0,1,1
2025-11-07T12:55:29.796364+00:00,Tamil Nadu,DINDIGUL RTO,TOYOTA KIRLOSKAR MOTOR PVT LTD,0,2,0,0,0,0,0,0,2,1,5,0
2025-11-07T12:55:29.820836+00:00,Tamil Nadu,ERODE RTO,BMW INDIA PVT LTD,0,1,0,0,0,0,0,0,0,0,1,0
2025-11-07T12:55:29.820836+00:00,Tamil Nadu,ERODE RTO,BYD INDIA PRIVATE LIMITED,0,0,0,0,0,0,0,1,0,0,1,1
2025-11-07T12:55:29.820836+00:00,Tamil Nadu,ERODE RTO,HONDA CARS INDIA LTD,0,0,0,0,1,0,0,0,0,0,1,0
2025-11-07T12:55:29.820836+00:00,Tamil Nadu,ERODE RTO,HYUNDAI MOTOR INDIA LTD,0,0,0,0,0,1,0,0,0,3,4,0
2025-11-07T12:55:29.820836+00:00,Tamil Nadu,ERODE RTO,KIA INDIA PRIVATE LIMITED,0,1,0,0,0,0,0,0,0,3,4,0
2025-11-07T12:55:29.820836+00:00,Tamil Nadu,ERODE RTO,MAHINDRA ELECTRIC AUTOMOBILE LTD,0,0,0,0,0,0,0,2,0,0,2,2
2025-11-07T12:55:29.820836+00:00,Tamil Nadu,ERODE RTO,MAHINDRA & MAHINDRA LIMITED,0,3,0,0,1,0,0,0,0,1,5,0
2025-11-07T12:55:29.820836+00:00,Tamil Nadu,ERODE RTO,MARUTI SUZUKI INDIA LTD,0,0,0,0,11,2,0,0,0,0,13,0
2025-11-07T12:55:29.820836+00:00,Tamil Nadu,ERODE RTO,MERCEDES-BENZ INDIA PVT LTD,0,0,0,0,0,0,1,0,0,0,1,0
2025-11-07T12:55:29.820836+00:00,Tamil Nadu,ERODE RTO,NISSAN MOTOR INDIA PVT LTD,0,0,0,0,1,0,0,0,0,0,1,0
2025-11-07T12:55:29.820836+00:00,Tamil Nadu,ERODE RTO,RENAULT INDIA PVT LTD,0,0,0,0,0,0,0,0,0,2,2,0
2025-11-07T12:55:29.820836+00:00,Tamil Nadu,ERODE RTO,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,0,0,0,0,3,0,0,0,0,0,3,0
2025-11-07T12:55:29.820836+00:00,Tamil Nadu,ERODE RTO,STELLANTIS INDIA PVT LTD,0,1,0,0,0,0,0,0,0,0,1,0
2025-11-07T12:55:29.820836+00:00,Tamil Nadu,ERODE RTO,TATA MOTORS PASSENGER VEHICLES LTD,0,0,0,0,0,2,0,0,0,4,6,0
2025-11-07T12:55:29.820836+00:00,Tamil Nadu,ERODE RTO,TATA PASSENGER ELECTRIC MOBILITY LTD,0,0,0,0,0,0,0,2,0,0,2,2
2025-11-07T12:55:29.820836+00:00,Tamil Nadu,ERODE RTO,TOYOTA KIRLOSKAR MOTOR PVT LTD,0,2,0,0,0,0,1,0,3,3,9,0
2025-11-07T12:55:29.841727+00:00,Tamil Nadu,ERODE RTO,HONDA CARS INDIA LTD,0,0,0,0,1,0,0,0,0,0,1,0
2025-11-07T12:55:29.841727+00:00,Tamil Nadu,ERODE RTO,HYUNDAI MOTOR INDIA LTD,0,0,0,0,0,0,0,0,0,2,2,0
2025-11-07T12:55:29.841727+00:00,Tamil Nadu,ERODE RTO,KIA INDIA PRIVATE LIMITED,0,0,0,0,0,0,0,0,0,1,1,0
2025-11-07T12:55:29.841727+00:00,Tamil Nadu,ERODE RTO,MAHINDRA & MAHINDRA LIMITED,0,1,0,0,1,0,0,0,0,1,3,0
2025-11-07T12:55:29.841727+00:00,Tamil Nadu,ERODE RTO,MARUTI SUZUKI INDIA LTD,0,0,0,0,3,2,2,0,2,0,9,0
