scrape_timestamp,timestamp,state,RTO,rto_number,vehicle_type,district,Maker,BIO-CNG/BIO-GAS,BIO-DIESEL(B100),BIO-METHANE,CNG ONLY,DIESEL,DIESEL/HYBRID,DI-METHYL ETHER,DUAL DIESEL/BIO CNG,DUAL DIESEL/CNG,DUAL DIESEL/LNG,ELECTRIC(BOV),ETHANOL,FLEX-FUEL(BIO-DIESEL),FLEX-FUEL(ETHANOL),FUEL CELL HYDROGEN,HCNG,HYDROGEN(ICE),LNG,LPG ONLY,METHANOL,NOT APPLICABLE,PETROL,PETROL/CNG,PETROL(E20)/CNG,PETROL(E20)/HYBRID,PETROL(E20)/HYBRID/CNG,PETROL(E20)/LPG,PETROL/ETHANOL,PETROL/HYBRID,PETROL/HYBRID/CNG,PETROL/LPG,PETROL/METHANOL,PLUG-IN HYBRID EV,PURE EV,SOLAR,STRONG HYBRID EV,TOTAL
30-12-25,29-12-25,Kerala,ADOOR SRTO,KL26,motor_cab,Kottayam,MARUTI SUZUKI INDIA LTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
30-12-25,29-12-25,Kerala,ADOOR SRTO,KL26,motor_cab,Kottayam,TOYOTA KIRLOSKAR MOTOR PVT LTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30-12-25,29-12-25,Kerala,ADOOR SRTO,KL26,motor_car,Kottayam,HONDA CARS INDIA LTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
30-12-25,29-12-25,Kerala,ADOOR SRTO,KL26,motor_car,Kottayam,HYUNDAI MOTOR INDIA LTD,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
30-12-25,29-12-25,Kerala,ADOOR SRTO,KL26,motor_car,Kottayam,JSW MG MOTOR INDIA PVT LTD,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
30-12-25,29-12-25,Kerala,ADOOR SRTO,KL26,motor_car,Kottayam,KIA INDIA PRIVATE LIMITED,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30-12-25,29-12-25,Kerala,ADOOR SRTO,KL26,motor_car,Kottayam,MAHINDRA & MAHINDRA LIMITED,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
30-12-25,29-12-25,Kerala,ADOOR SRTO,KL26,motor_car,Kottayam,MARUTI SUZUKI INDIA LTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,12,0,0,0,0,0,0,1,91
30-12-25,29-12-25,Kerala,ADOOR SRTO,KL26,motor_car,Kottayam,NISSAN MOTOR INDIA PVT LTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30-12-25,29-12-25,Kerala,ADOOR SRTO,KL26,motor_car,Kottayam,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
30-12-25,29-12-25,Kerala,ADOOR SRTO,KL26,motor_car,Kottayam,STELLANTIS AUTOMOBILES INDIA PVT LTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30-12-25,29-12-25,Kerala,ADOOR SRTO,KL26,motor_car,Kottayam,TATA MOTORS PASSENGER VEHICLES LTD,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
30-12-25,29-12-25,Kerala,ADOOR SRTO,KL26,motor_car,Kottayam,TATA PASSENGER ELECTRIC MOBILITY LTD,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
30-12-25,29-12-25,Kerala,ADOOR SRTO,KL26,motor_car,Kottayam,TOYOTA KIRLOSKAR MOTOR PVT LTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,4,18
30-12-25,29-12-25,Tamil Nadu,ALANGUDI UO,TN641,motor_cab,Thanjavur,MARUTI SUZUKI INDIA LTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30-12-25,29-12-25,Tamil Nadu,ALANGUDI UO,TN641,motor_cab,Thanjavur,TOYOTA KIRLOSKAR MOTOR PVT LTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30-12-25,29-12-25,Tamil Nadu,ALANGUDI UO,TN641,motor_car,Thanjavur,HONDA CARS INDIA LTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
